rank,cluster,risk_tier,risk_score,top_junction,violation_count,avg_priority,peak_hour,peak_day_name,peak_weekend_frac,top_vehicle,center_lat,center_lon,recommended_action,display_name
407,357,🟠 HIGH,4.78,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",32,2.1875,6,Tue,0.25,SCOOTER,12.978224734375,77.553216484375,Deploy 1 unit Tues 6:00–8:00. Issue penalties. Focus: SCOOTER.,"Basava Mantapa, Dr. Rajkumar Road"
408,673,🟠 HIGH,4.74,"BTP093 - Toll Gate, Mysore Road",28,2.2142857142857144,22,Thu,0.1071428571428571,CAR,12.960983375,77.55094744642858,Deploy 1 unit Thus 22:00–24:00. Issue penalties. Focus: CAR.,"Toll Gate, Mysore Road"
409,679,🟠 HIGH,4.74,BTP120 - Lalbagh Main Gate Junction,28,2.2142857142857144,5,Tue,0.25,CAR,12.953335089285714,77.58371533928572,Deploy 1 unit Tues 5:00–7:00. Issue penalties. Focus: CAR.,Lalbagh Main Gate Junction
410,519,🟠 HIGH,4.73,No Junction,36,4.972222222222222,3,Tue,0.1666666666666666,SCOOTER,12.968580797222224,77.70107210555555,Deploy 1 unit Tues 3:00–5:00. Issue penalties. Focus: SCOOTER.,HAL Old Airport — Road Segment
411,355,🟠 HIGH,4.71,No Junction,73,2.2054794520547945,6,Fri,0.0821917808219178,CAR,12.924224439690043,77.67324754761977,Deploy 1 unit Fris 6:00–8:00. Issue penalties. Focus: CAR.,Bellandur — Road Segment
412,448,🟠 HIGH,4.7,BTP052 - CID Carlton House Junction,71,2.112676056338028,1,Wed,0.1690140845070422,CAR,12.980976443105025,77.58861952241504,Deploy 1 unit Weds 1:00–3:00. Issue penalties. Focus: CAR.,CID Carlton House Junction
413,851,🟠 HIGH,4.7,"BTP099 - Cash Pharmacy, Residency Road",16,4.09375,2,Thu,0.0625,CAR,12.969378025,77.60244521875,Deploy 1 unit Thus 2:00–4:00. Issue penalties. Focus: CAR.,"Cash Pharmacy, Residency Road"
414,722,🟠 HIGH,4.69,No Junction,20,5.5,21,Tue,0.5,MAXI-CAB,12.924328745,77.60937511,Deploy 1 unit Tues 21:00–23:00. Issue penalties. Focus: MAXI-CAB.,Mico Layout — Road Segment
415,768,🟠 HIGH,4.69,No Junction,19,3.3421052631578947,8,Fri,0.0526315789473684,CAR,13.06778309473684,77.58032464736841,Deploy 1 unit Fris 8:00–10:00. Issue penalties. Focus: CAR.,Kodigehalli — Road Segment
416,145,🟠 HIGH,4.68,No Junction,93,2.161290322580645,5,Thu,0.3225806451612903,CAR,13.054967438709678,77.50761416559139,Deploy 1 unit Thus 5:00–7:00. Issue penalties. Focus: CAR.,Chikkabanavara — Road Segment
417,438,🟠 HIGH,4.67,BTP075 - Police Corner,45,2.2888888888888888,2,Wed,0.1333333333333333,PASSENGER AUTO,12.968109595555555,77.58686942888889,Deploy 1 unit Weds 2:00–4:00. Issue penalties. Focus: PASSENGER AUTO.,Police Corner
418,164,🟠 HIGH,4.67,No Junction,100,2.23,3,Thu,0.3,CAR,12.996069987,77.617007623,Deploy 1 unit Thus 3:00–5:00. Issue penalties. Focus: CAR.,Pulikeshinagar(F.Town) — Road Segment
419,259,🟠 HIGH,4.66,BTP216 - Yediyur Junction,158,2.037974683544304,0,Mon,0.3037974683544304,CAR,12.93799975924632,77.57692127255724,Deploy 1 unit Mons 0:00–2:00. Issue penalties. Focus: CAR.,Yediyur Junction
420,104,🟠 HIGH,4.66,"BTP159 - JP Nagar Metro, ORR",33,2.242424242424242,0,Thu,0.4242424242424242,PASSENGER AUTO,12.906387542424245,77.57346725151515,Deploy 1 unit Thus 0:00–2:00. Issue penalties. Focus: PASSENGER AUTO.,"JP Nagar Metro, ORR"
421,511,🟠 HIGH,4.64,BTP036 - Police Thimmaiah Circle (GPO),44,2.136363636363636,2,Sat,0.25,CAR,12.980647595454544,77.594035525,Deploy 1 unit Sats 2:00–4:00. Issue penalties. Focus: CAR.,Police Thimmaiah Circle (GPO)
422,163,🟠 HIGH,4.63,No Junction,47,2.276595744680851,6,Fri,0.2127659574468085,SCOOTER,12.999532946808513,77.48871673404255,Deploy 1 unit Fris 6:00–8:00. Issue penalties. Focus: SCOOTER.,Kamakshipalya — Road Segment
423,223,🟠 HIGH,4.63,No Junction,39,2.3333333333333335,6,Fri,0.1282051282051282,CAR,12.985447194130844,77.47989199666667,Deploy 1 unit Fris 6:00–8:00. Issue penalties. Focus: CAR.,Kamakshipalya — Road Segment
424,709,🟠 HIGH,4.63,No Junction,29,2.7241379310344827,6,Mon,0.0,SCOOTER,12.956942863617453,77.699113774959,Deploy 1 unit Mons 6:00–8:00. Issue penalties. Focus: SCOOTER.,HAL Old Airport — Road Segment
425,237,🟠 HIGH,4.63,No Junction,87,2.1724137931034484,21,Sun,0.3563218390804598,CAR,12.889861381705275,77.63975277591848,Deploy 1 unit Suns 21:00–23:00. Issue penalties. Focus: CAR.,HSR Layout — Road Segment
426,395,🟠 HIGH,4.63,No Junction,38,2.3421052631578947,6,Thu,0.3157894736842105,SCOOTER,12.901606989473684,77.66052715526315,Deploy 1 unit Thus 6:00–8:00. Issue penalties. Focus: SCOOTER.,Bellandur — Road Segment
427,240,🟠 HIGH,4.63,No Junction,430,2.077906976744186,22,Thu,0.3023255813953488,CAR,12.941656385828262,77.56710424195849,Deploy 1 unit Thus 22:00–24:00. Issue penalties. Focus: CAR.,Basavanagudi — Road Segment
428,564,🟠 HIGH,4.61,"BTP026 - 1st Block Junction, Rajajinagar",23,2.260869565217391,1,Thu,0.1739130434782608,SCOOTER,13.00235672173913,77.54967226521738,Deploy 1 unit Thus 1:00–3:00. Issue penalties. Focus: SCOOTER.,"1st Block Junction, Rajajinagar"
429,868,🟠 HIGH,4.61,BTP017 - Attiguppe Circle,15,2.933333333333333,0,Wed,0.0,SCOOTER,12.959965360000002,77.5321733,Deploy 1 unit Weds 0:00–2:00. Issue penalties. Focus: SCOOTER.,Attiguppe Circle
430,157,🟠 HIGH,4.6,"BTP101 - Blood Bank Circle, KH Road",249,2.0,22,Wed,0.0160642570281124,SCOOTER,12.962003413654616,77.59602519196787,Deploy 1 unit Weds 22:00–24:00. Issue penalties. Focus: SCOOTER.,"Blood Bank Circle, KH Road"
431,751,🟠 HIGH,4.6,"BTP197 - 9th Cross, 24th Main, JP Nagar",18,2.388888888888889,9,Fri,0.0,CAR,12.913456072222225,77.58581016666668,Deploy 1 unit Fris 9:00–11:00. Issue penalties. Focus: CAR.,"9th Cross, 24th Main, JP Nagar"
432,390,🟠 HIGH,4.6,No Junction,166,2.1144578313253013,4,Sun,0.7228915662650602,CAR,12.97373118012048,77.60935364277108,Deploy 1 unit Suns 4:00–6:00. Issue penalties. Focus: CAR.,Ashok Nagar — Road Segment
433,81,🟠 HIGH,4.6,No Junction,33,2.8181818181818183,0,Fri,0.3939393939393939,CAR,12.911223479730667,77.48027347953989,Deploy 1 unit Fris 0:00–2:00. Issue penalties. Focus: CAR.,Kengeri — Road Segment
434,333,🟠 HIGH,4.6,No Junction,166,2.1927710843373496,23,Fri,0.0542168674698795,SCOOTER,12.991950875301203,77.58997838313253,Deploy 1 unit Fris 23:00–25:00. Issue penalties. Focus: SCOOTER.,High ground — Road Segment
435,713,🟠 HIGH,4.59,BTP217 - Baleyele Junction,26,2.8076923076923075,4,Sun,0.3846153846153846,SCOOTER,12.957171576923075,77.56892611153846,Deploy 1 unit Suns 4:00–6:00. Issue penalties. Focus: SCOOTER.,Baleyele Junction
436,756,🟠 HIGH,4.59,No Junction,15,4.533333333333333,7,Wed,0.3333333333333333,CAR,12.956527473333333,77.74522906,Deploy 1 unit Weds 7:00–9:00. Issue penalties. Focus: CAR.,Whitefield — Road Segment
437,234,🟠 HIGH,4.59,No Junction,49,2.5918367346938775,23,Wed,0.2653061224489796,CAR,12.914322642621393,77.48135074669092,Deploy 1 unit Weds 23:00–25:00. Issue penalties. Focus: CAR.,Kengeri — Road Segment
438,759,🟠 HIGH,4.59,"BTP190 - 36th Cross, 4th Main, Jayanagar",97,2.0412371134020617,23,Sat,0.6082474226804123,SCOOTER,12.92220279175258,77.58069601752577,Deploy 1 unit Sats 23:00–25:00. Issue penalties. Focus: SCOOTER.,"36th Cross, 4th Main, Jayanagar"
439,549,🟠 HIGH,4.59,BTP105 - Shivasankara Circle,112,2.0089285714285716,21,Tue,0.1517857142857142,SCOOTER,12.956825923214286,77.57515501696427,Deploy 1 unit Tues 21:00–23:00. Issue penalties. Focus: SCOOTER.,Shivasankara Circle
440,745,🟠 HIGH,4.59,BTP052 - CID Carlton House Junction,29,2.2758620689655173,2,Wed,0.2068965517241379,CAR,12.981644458620693,77.58832163793103,Deploy 1 unit Weds 2:00–4:00. Issue penalties. Focus: CAR.,CID Carlton House Junction
441,729,🟠 HIGH,4.58,"BTP177 - Aurobindo Circle, ORR",20,2.85,0,Fri,0.2,CAR,12.9170235,77.58587216,Deploy 1 unit Fris 0:00–2:00. Issue penalties. Focus: CAR.,"Aurobindo Circle, ORR"
442,658,🟠 HIGH,4.57,No Junction,21,2.738095238095238,20,Mon,0.1428571428571428,CAR,13.014810147619048,77.53088251428572,Deploy 1 unit Mons 20:00–22:00. Issue penalties. Focus: CAR.,Rajajinagar — Road Segment
443,13,🟠 HIGH,4.56,No Junction,520,2.044230769230769,4,Wed,0.2576923076923076,SCOOTER,12.996316711153844,77.56314304903846,Deploy 1 unit Weds 4:00–6:00. Issue penalties. Focus: SCOOTER.,Sheshadripuram — Road Segment
444,130,🟠 HIGH,4.55,No Junction,30,2.6666666666666665,22,Sun,0.4666666666666667,SCOOTER,13.083623576666668,77.63701835666667,Deploy 1 unit Suns 22:00–24:00. Issue penalties. Focus: SCOOTER.,Hennuru — Road Segment
445,326,🟠 HIGH,4.55,No Junction,37,2.297297297297298,23,Fri,0.2702702702702703,CAR,13.191939051351351,77.68090851621622,Deploy 1 unit Fris 23:00–25:00. Issue penalties. Focus: CAR.,Devanahalli Airport — Road Segment
446,815,🟠 HIGH,4.54,BTP054 - Shivananda Circle,20,2.5,22,Sun,0.5,SCOOTER,12.986506510000002,77.57974298500001,Deploy 1 unit Suns 22:00–24:00. Issue penalties. Focus: SCOOTER.,Shivananda Circle
447,459,🟠 HIGH,4.54,No Junction,44,2.272727272727273,5,Wed,0.3863636363636363,SCOOTER,13.00059879090909,77.61490079772727,Deploy 1 unit Weds 5:00–7:00. Issue penalties. Focus: SCOOTER.,Pulikeshinagar(F.Town) — Road Segment
448,392,🟠 HIGH,4.53,No Junction,55,2.2181818181818183,5,Wed,0.2545454545454545,SCOOTER,13.055065618181818,77.53463033090908,Deploy 1 unit Weds 5:00–7:00. Issue penalties. Focus: SCOOTER.,Jalahalli — Road Segment
449,706,🟠 HIGH,4.53,BTP128 - Gorappanapalya Junction,23,2.3043478260869565,6,Sun,0.5217391304347826,SCOOTER,12.920926539130434,77.60078900869566,Deploy 1 unit Suns 6:00–8:00. Issue penalties. Focus: SCOOTER.,Gorappanapalya Junction
450,798,🟠 HIGH,4.53,No Junction,26,3.807692307692307,0,Sun,0.9230769230769232,SCOOTER,12.990894201751534,77.6877229270917,Deploy 1 unit Suns 0:00–2:00. Issue penalties. Focus: SCOOTER.,Mahadevapura — Road Segment
451,463,🟠 HIGH,4.52,No Junction,19,7.184210526315789,23,Sun,0.3157894736842105,PASSENGER AUTO,12.887470221052633,77.73848478421053,Deploy 1 unit Suns 23:00–25:00. Issue penalties. Focus: PASSENGER AUTO.,No Police Station — Road Segment
452,684,🟠 HIGH,4.51,No Junction,15,3.0,19,Sat,0.8666666666666667,MOTOR CYCLE,12.99748604,77.69276751333334,Deploy 1 unit Sats 19:00–21:00. Issue penalties. Focus: MOTOR CYCLE.,Mahadevapura — Road Segment
453,149,🟠 HIGH,4.51,BTP140 - Madiwala Check Post,28,2.1785714285714284,22,Fri,0.2142857142857142,PASSENGER AUTO,12.931803046428572,77.61381991785713,Deploy 1 unit Fris 22:00–24:00. Issue penalties. Focus: PASSENGER AUTO.,Madiwala Check Post
454,561,🟠 HIGH,4.49,No Junction,31,4.870967741935484,22,Wed,0.032258064516129,CAR,12.984039159786056,77.64071757022256,Deploy 1 unit Weds 22:00–24:00. Issue penalties. Focus: CAR.,Jeevanbheemanagar — Road Segment
455,566,🟠 HIGH,4.48,No Junction,21,3.5952380952380953,2,Wed,0.3809523809523809,SCOOTER,12.968874042857143,77.57021359523809,Deploy 1 unit Weds 2:00–4:00. Issue penalties. Focus: SCOOTER.,Chamarajpet — Road Segment
456,507,🟠 HIGH,4.45,No Junction,40,2.25,23,Tue,0.025,SCOOTER,13.01880442,77.59222896,Deploy 1 unit Tues 23:00–25:00. Issue penalties. Focus: SCOOTER.,R.T. Nagar — Road Segment
457,732,🟠 HIGH,4.45,No Junction,20,3.75,21,Fri,0.45,PASSENGER AUTO,12.94867466,77.535840735,Deploy 1 unit Fris 21:00–23:00. Issue penalties. Focus: PASSENGER AUTO.,Byatarayanapura — Road Segment
458,141,🟠 HIGH,4.45,No Junction,716,2.03072625698324,4,Sun,0.5139664804469274,CAR,12.98015780432961,77.6140061928771,Deploy 1 unit Suns 4:00–6:00. Issue penalties. Focus: CAR.,Shivajinagar — Road Segment
459,779,🟠 HIGH,4.44,No Junction,15,5.5,7,Wed,0.2666666666666666,CAR,12.990743966666669,77.60522422000001,Deploy 1 unit Weds 7:00–9:00. Issue penalties. Focus: CAR.,Pulikeshinagar(F.Town) — Road Segment
460,206,🟠 HIGH,4.44,No Junction,17,2.764705882352941,7,Fri,0.4117647058823529,CAR,12.943299788235294,77.74977441764706,Deploy 1 unit Fris 7:00–9:00. Issue penalties. Focus: CAR.,Whitefield — Road Segment
461,347,🟠 HIGH,4.44,No Junction,73,2.164383561643836,21,Sat,0.4657534246575342,CAR,12.91634224520548,77.63811780684931,Deploy 1 unit Sats 21:00–23:00. Issue penalties. Focus: CAR.,HSR Layout — Road Segment
462,422,🟠 HIGH,4.43,No Junction,24,3.3333333333333335,5,Tue,0.25,CAR,12.96974688594019,77.74991943342324,Deploy 1 unit Tues 5:00–7:00. Issue penalties. Focus: CAR.,Whitefield — Road Segment
463,400,🟠 HIGH,4.43,No Junction,64,2.5,4,Fri,0.234375,CAR,13.24493845,77.7130189375,Deploy 1 unit Fris 4:00–6:00. Issue penalties. Focus: CAR.,Devanahalli Airport — Road Segment
464,335,🟠 HIGH,4.43,No Junction,114,2.1491228070175437,22,Tue,0.2807017543859649,CAR,12.972345584210526,77.62604559561403,Deploy 1 unit Tues 22:00–24:00. Issue penalties. Focus: CAR.,Halasur — Road Segment
465,308,🟠 HIGH,4.43,No Junction,25,4.56,2,Thu,0.0,CAR,12.966813696,77.65852355199999,Deploy 1 unit Thus 2:00–4:00. Issue penalties. Focus: CAR.,Jeevanbheemanagar — Road Segment
466,442,🟠 HIGH,4.42,No Junction,27,6.62962962962963,2,Sun,0.6296296296296297,CAR,12.975816822222225,77.62623502592594,Deploy 1 unit Suns 2:00–4:00. Issue penalties. Focus: CAR.,Halasur — Road Segment
467,810,🟠 HIGH,4.41,"BTP102 - BMTC Junction, KH Road",16,2.625,5,Mon,0.375,CAR,12.9553719125,77.5919787,Deploy 1 unit Mons 5:00–7:00. Issue penalties. Focus: CAR.,"BMTC Junction, KH Road"
468,399,🟠 HIGH,4.41,No Junction,19,3.236842105263158,23,Sat,0.4210526315789473,SCOOTER,12.91700245263158,77.62915876842105,Deploy 1 unit Sats 23:00–25:00. Issue penalties. Focus: SCOOTER.,Madiwala — Road Segment
469,246,🟠 HIGH,4.41,BTP211 - Central Street Junction,52,2.1538461538461537,3,Wed,0.3846153846153846,SCOOTER,12.982698026923078,77.60146875,Deploy 1 unit Weds 3:00–5:00. Issue penalties. Focus: SCOOTER.,Central Street Junction
470,39,🟠 HIGH,4.41,BTP064 - Devanga Hostel Junction,60,2.066666666666667,23,Wed,0.2666666666666666,CAR,12.962929836666666,77.589877335,Deploy 1 unit Weds 23:00–25:00. Issue penalties. Focus: CAR.,Devanga Hostel Junction
471,262,🟠 HIGH,4.4,BTP069 - MC Circle,48,2.0625,6,Fri,0.3958333333333333,LORRY/GOODS VEHICLE,12.9767633625,77.54868871458334,Deploy 1 unit Fris 6:00–8:00. Issue penalties. Focus: LORRY/GOODS VEHICLE.,MC Circle
472,346,🟠 HIGH,4.4,No Junction,89,2.1235955056179776,2,Sat,0.4157303370786517,MOTOR CYCLE,13.009374106741571,77.69305326404495,Deploy 1 unit Sats 2:00–4:00. Issue penalties. Focus: MOTOR CYCLE.,K.R. Pura — Road Segment
473,375,🟠 HIGH,4.39,"BTP102 - BMTC Junction, KH Road",101,2.0297029702970297,3,Sat,0.3663366336633663,CAR,12.95464494950495,77.59315088019801,Deploy 1 unit Sats 3:00–5:00. Issue penalties. Focus: CAR.,"BMTC Junction, KH Road"
474,299,🟠 HIGH,4.37,No Junction,71,2.140845070422535,2,Wed,0.1267605633802817,SCOOTER,12.991842223943662,77.59439171408451,Deploy 1 unit Weds 2:00–4:00. Issue penalties. Focus: SCOOTER.,High ground — Road Segment
475,541,🟠 HIGH,4.36,No Junction,25,2.48,3,Sat,0.6,MOTOR CYCLE,12.915458739999998,77.69866942799999,Deploy 1 unit Sats 3:00–5:00. Issue penalties. Focus: MOTOR CYCLE.,Bellandur — Road Segment
476,699,🟠 HIGH,4.36,No Junction,19,4.421052631578948,3,Thu,0.0526315789473684,CAR,13.038232568421051,77.51817351578947,Deploy 1 unit Thus 3:00–5:00. Issue penalties. Focus: CAR.,Peenya — Road Segment
477,516,🟠 HIGH,4.36,No Junction,16,4.34375,5,Thu,0.3125,CAR,12.99511360625,77.6161899,Deploy 1 unit Thus 5:00–7:00. Issue penalties. Focus: CAR.,Pulikeshinagar(F.Town) — Road Segment
478,203,🟠 HIGH,4.36,No Junction,20,2.65,7,Thu,0.2,CAR,12.875462515,77.67053351,Deploy 1 unit Thus 7:00–9:00. Issue penalties. Focus: CAR.,Electronic City — Road Segment
479,253,🟠 HIGH,4.36,No Junction,175,2.0942857142857143,6,Sun,0.5028571428571429,SCOOTER,13.099652728571428,77.588657544,Deploy 1 unit Suns 6:00–8:00. Issue penalties. Focus: SCOOTER.,Yelahanka — Road Segment
480,659,🟠 HIGH,4.35,"BTP226 - 33rd Cross, 11th Main, Jayanagar",17,5.0,2,Sun,0.3529411764705882,CAR,12.924181011764706,77.58595134705882,Deploy 1 unit Suns 2:00–4:00. Issue penalties. Focus: CAR.,"33rd Cross, 11th Main, Jayanagar"
481,451,🟠 HIGH,4.34,No Junction,79,2.1392405063291138,2,Sat,0.4936708860759494,SCOOTER,13.04067510886076,77.58979217341772,Deploy 1 unit Sats 2:00–4:00. Issue penalties. Focus: SCOOTER.,Hebbala — Road Segment
482,608,🟠 HIGH,4.34,No Junction,16,3.3125,20,Tue,0.0,PASSENGER AUTO,13.043540391048865,77.59045372631992,Deploy 1 unit Tues 20:00–22:00. Issue penalties. Focus: PASSENGER AUTO.,Kodigehalli — Road Segment
483,42,🟠 HIGH,4.34,No Junction,152,2.0789473684210527,6,Sat,0.756578947368421,SCOOTER,13.053895601973684,77.59276812697368,Deploy 1 unit Sats 6:00–8:00. Issue penalties. Focus: SCOOTER.,Kodigehalli — Road Segment
484,863,🟠 HIGH,4.33,BTP092 - Bangalore Builders Junction,16,6.4375,21,Fri,0.0,PASSENGER AUTO,12.96020995,77.554246275,Deploy 1 unit Fris 21:00–23:00. Issue penalties. Focus: PASSENGER AUTO.,Bangalore Builders Junction
485,497,🟠 HIGH,4.33,BTP140 - Madiwala Check Post,29,2.1379310344827585,5,Tue,0.1379310344827586,MOTOR CYCLE,12.933330393103448,77.61522972068965,Deploy 1 unit Tues 5:00–7:00. Issue penalties. Focus: MOTOR CYCLE.,Madiwala Check Post
486,329,🟠 HIGH,4.33,BTP109 - Dewan Madhava Rao Junction,144,2.0,23,Thu,0.1597222222222222,SCOOTER,12.94024245138889,77.57300043194444,Deploy 1 unit Thus 23:00–25:00. Issue penalties. Focus: SCOOTER.,Dewan Madhava Rao Junction
487,747,🟠 HIGH,4.32,No Junction,49,2.6122448979591835,0,Sat,0.3877551020408163,SCOOTER,12.97817109387755,77.64166832244898,Deploy 1 unit Sats 0:00–2:00. Issue penalties. Focus: SCOOTER.,Jeevanbheemanagar — Road Segment
488,154,🟠 HIGH,4.31,No Junction,35,2.342857142857143,5,Thu,0.2,CAR,13.0585253,77.4664227457143,Deploy 1 unit Thus 5:00–7:00. Issue penalties. Focus: CAR.,No Police Station — Road Segment
489,634,🟠 HIGH,4.3,No Junction,19,3.0,2,Wed,0.2631578947368421,PASSENGER AUTO,13.00989165263158,77.50615011578948,Deploy 1 unit Weds 2:00–4:00. Issue penalties. Focus: PASSENGER AUTO.,Peenya — Road Segment
490,781,🟠 HIGH,4.3,No Junction,26,2.730769230769231,21,Mon,0.3076923076923077,SCOOTER,12.986813496153845,77.60848991153847,Deploy 1 unit Mons 21:00–23:00. Issue penalties. Focus: SCOOTER.,Pulikeshinagar(F.Town) — Road Segment
491,750,🟠 HIGH,4.29,No Junction,33,2.757575757575758,1,Wed,0.0,SCOOTER,12.992621775757575,77.65173555151515,Deploy 1 unit Weds 1:00–3:00. Issue penalties. Focus: SCOOTER.,Banaswadi — Road Segment
492,269,🟠 HIGH,4.29,No Junction,64,2.140625,23,Sat,0.609375,SCOOTER,12.958726382244873,77.6495459234375,Deploy 1 unit Sats 23:00–25:00. Issue penalties. Focus: SCOOTER.,Jeevanbheemanagar — Road Segment
493,531,🟠 HIGH,4.29,No Junction,43,2.2093023255813953,22,Wed,0.3720930232558139,SCOOTER,12.875454893023257,77.59550115813953,Deploy 1 unit Weds 22:00–24:00. Issue penalties. Focus: SCOOTER.,Hulimavu — Road Segment
494,468,🟠 HIGH,4.29,BTP180 - Swagath Poornima Theatre,33,2.1818181818181817,22,Mon,0.0909090909090909,CAR,12.960008475757576,77.58746160606061,Deploy 1 unit Mons 22:00–24:00. Issue penalties. Focus: CAR.,Swagath Poornima Theatre
495,584,🟠 HIGH,4.28,No Junction,47,2.617021276595745,6,Sat,0.574468085106383,SCOOTER,12.988966274468083,77.60890865106383,Deploy 1 unit Sats 6:00–8:00. Issue penalties. Focus: SCOOTER.,Pulikeshinagar(F.Town) — Road Segment
496,367,🟠 HIGH,4.27,"BTP033 - Sophia High School, Sankey Road",16,2.375,2,Tue,0.0625,CAR,12.98589671875,77.58852836875,Deploy 1 unit Tues 2:00–4:00. Issue penalties. Focus: CAR.,"Sophia High School, Sankey Road"
497,25,🟠 HIGH,4.25,No Junction,36,3.0,6,Tue,0.0555555555555555,SCOOTER,12.875900930555556,77.67139652777777,Deploy 1 unit Tues 6:00–8:00. Issue penalties. Focus: SCOOTER.,Electronic City — Road Segment
498,197,🟠 HIGH,4.25,No Junction,220,2.040909090909091,5,Fri,0.4272727272727272,CAR,12.997307161363636,77.5684300118182,Deploy 1 unit Fris 5:00–7:00. Issue penalties. Focus: CAR.,Malleshwaram — Road Segment
499,378,🟠 HIGH,4.23,No Junction,44,2.4318181818181817,4,Thu,0.3863636363636363,CAR,13.004200836994617,77.75694498495278,Deploy 1 unit Thus 4:00–6:00. Issue penalties. Focus: CAR.,Mahadevapura — Road Segment
500,635,🟠 HIGH,4.22,No Junction,33,2.4545454545454546,23,Sat,0.5151515151515151,CAR,13.060833845454544,77.46116179696969,Deploy 1 unit Sats 23:00–25:00. Issue penalties. Focus: CAR.,No Police Station — Road Segment
501,180,🟠 HIGH,4.22,"BTP080 - NR Road, SP Road Junction",64,2.015625,0,Fri,0.53125,PASSENGER AUTO,12.965842496875,77.5818171546875,Deploy 1 unit Fris 0:00–2:00. Issue penalties. Focus: PASSENGER AUTO.,"NR Road, SP Road Junction"
502,377,🟠 HIGH,4.22,No Junction,50,2.52,2,Wed,0.36,CAR,12.969702222,77.700463982,Deploy 1 unit Weds 2:00–4:00. Issue penalties. Focus: CAR.,HAL Old Airport — Road Segment
503,524,🟠 HIGH,4.22,No Junction,22,2.7954545454545454,1,Mon,0.1818181818181818,CAR,12.874157881818183,77.54087755909092,Deploy 1 unit Mons 1:00–3:00. Issue penalties. Focus: CAR.,Thalagattapura — Road Segment
504,136,🟠 HIGH,4.22,No Junction,202,2.0742574257425743,5,Mon,0.1881188118811881,SCOOTER,12.989298359900989,77.50059714207922,Deploy 1 unit Mons 5:00–7:00. Issue penalties. Focus: SCOOTER.,Kamakshipalya — Road Segment
505,663,🟠 HIGH,4.22,No Junction,34,2.3823529411764706,0,Sun,0.4117647058823529,CAR,12.931724679411763,77.68477730000001,Deploy 1 unit Suns 0:00–2:00. Issue penalties. Focus: CAR.,HAL Old Airport — Road Segment
506,272,🟠 HIGH,4.21,No Junction,377,2.018567639257294,21,Sat,0.4376657824933687,CAR,13.034946334482758,77.62461779655173,Deploy 1 unit Sats 21:00–23:00. Issue penalties. Focus: CAR.,K.G. Halli — Road Segment
507,632,🟠 HIGH,4.21,No Junction,46,2.380434782608696,21,Fri,0.391304347826087,SCOOTER,12.993428652173913,77.6087708652174,Deploy 1 unit Fris 21:00–23:00. Issue penalties. Focus: SCOOTER.,Pulikeshinagar(F.Town) — Road Segment
508,698,🟠 HIGH,4.2,BTP106 - VV Puram College,26,2.1538461538461537,21,Tue,0.2692307692307692,CAR,12.954009992307691,77.57222016923077,Deploy 1 unit Tues 21:00–23:00. Issue penalties. Focus: CAR.,VV Puram College
509,786,🟠 HIGH,4.2,No Junction,23,9.521739130434783,2,Thu,0.0,MAXI-CAB,12.980366395652174,77.69473446956522,Deploy 1 unit Thus 2:00–4:00. Issue penalties. Focus: MAXI-CAB.,Mahadevapura — Road Segment
510,664,🟠 HIGH,4.2,No Junction,21,2.4761904761904763,9,Tue,0.238095238095238,CAR,12.89704347142857,77.63529947142858,Deploy 1 unit Tues 9:00–11:00. Issue penalties. Focus: CAR.,HSR Layout — Road Segment
511,266,🟠 HIGH,4.19,BTP212 - Minto Junction,19,2.263157894736842,3,Thu,0.0,SCOOTER,12.960659547368422,77.57175116842105,Deploy 1 unit Thus 3:00–5:00. Issue penalties. Focus: SCOOTER.,Minto Junction
512,505,🟠 HIGH,4.18,No Junction,58,2.1379310344827585,21,Sat,0.3793103448275862,CAR,12.974013510344829,77.50906018275862,Deploy 1 unit Sats 21:00–23:00. Issue penalties. Focus: CAR.,Jnanabharathi — Road Segment
513,716,🟠 HIGH,4.17,No Junction,37,2.216216216216216,3,Tue,0.0,SCOOTER,12.988816697297295,77.57557956486487,Deploy 1 unit Tues 3:00–5:00. Issue penalties. Focus: SCOOTER.,Sheshadripuram — Road Segment
514,529,🟠 HIGH,4.16,"BTP127 - Sagar Hospital, Jayanagar",15,7.933333333333334,4,Fri,0.0,CAR,12.928389313333334,77.59726634,Deploy 1 unit Fris 4:00–6:00. Issue penalties. Focus: CAR.,"Sagar Hospital, Jayanagar"
515,38,🟠 HIGH,4.16,BTP038 - Mysore Bank Junction,108,2.0,3,Sun,0.3888888888888889,SCOOTER,12.968856642592591,77.58080251851852,Deploy 1 unit Suns 3:00–5:00. Issue penalties. Focus: SCOOTER.,Mysore Bank Junction
516,449,🟠 HIGH,4.15,"BTP080 - NR Road, SP Road Junction",18,2.2777777777777777,0,Wed,0.2777777777777778,GOODS AUTO,12.96728125,77.58169794999999,Deploy 1 unit Weds 0:00–2:00. Issue penalties. Focus: GOODS AUTO.,"NR Road, SP Road Junction"
517,401,🟠 HIGH,4.15,BTP038 - Mysore Bank Junction,107,2.0,23,Wed,0.2242990654205607,PASSENGER AUTO,12.973555526168225,77.58279565420561,Deploy 1 unit Weds 23:00–25:00. Issue penalties. Focus: PASSENGER AUTO.,Mysore Bank Junction
